"Date debut traitement";"Matin/soir";"Date fin traitement";"Matin/soir";"N° National";"N° Travail";"Nom";"N° ordonnance";"Prescripteur";"Nature du produit";"Par";"Dose";"Voie";"Rythme";"Motif du traitement";"Date";"Observations";"Nom de l'intervenant";"Qualite de l'intervenant";"Date remise en vente lait";"Matin/soir";"Date remise en vente viande"
"11/11/2025";"Matin";"11/11/2025";"Soir";"82 35599226";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"11/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"11/11/2025";"Matin";"11/11/2025";"Soir";"8 235599227";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"11/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"11/11/2025";"Matin";"11/11/2025";"Soir";"8 235599222";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"11/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"11/11/2025";"Matin";"11/11/2025";"Soir";"8 235599223";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"11/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"11/11/2025";"Matin";"11/11/2025";"Soir";"8 235599220";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"11/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"11/11/2025";"Matin";"11/11/2025";"Soir";"8 235599224";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"11/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"11/11/2025";"Matin";"11/11/2025";"Soir";"8 235599230";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"11/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"11/11/2025";"Matin";"11/11/2025";"Soir";"8 235599229";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"11/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"11/11/2025";"Matin";"11/11/2025";"Soir";"8 235599233";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"11/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"17/11/2025";"Matin";"17/11/2025";"Soir";"82 35599234";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"19/03/2026";"";"CÉLINE";"Eleveur";"";"";""
"17/11/2025";"Matin";"17/11/2025";"Soir";"8 235599239";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"19/03/2026";"";"CÉLINE";"Eleveur";"";"";""
"17/11/2025";"Matin";"17/11/2025";"Soir";"8 235599240";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"19/03/2026";"";"CÉLINE";"Eleveur";"";"";""
"18/11/2025";"Matin";"18/11/2025";"Soir";"82 35565536";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"18/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"18/11/2025";"Matin";"18/11/2025";"Soir";"8 235543533";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"18/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"18/11/2025";"Matin";"18/11/2025";"Soir";"8 235474451";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"18/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"18/11/2025";"Matin";"18/11/2025";"Soir";"8 235557923";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"18/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"18/11/2025";"Matin";"18/11/2025";"Soir";"8 235543543";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"18/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"18/11/2025";"Matin";"18/11/2025";"Soir";"8 235565520";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"18/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"18/11/2025";"Matin";"18/11/2025";"Soir";"8 235543542";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"18/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"18/11/2025";"Matin";"18/11/2025";"Soir";"8 235529278";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"18/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"18/11/2025";"Matin";"18/11/2025";"Soir";"8 235557963";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"18/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"20/11/2025";"Matin";"20/11/2025";"Soir";"82 22010655";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"20/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"20/11/2025";"Matin";"20/11/2025";"Soir";"8 235565519";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"20/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"20/11/2025";"Matin";"20/11/2025";"Soir";"8 235515716";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"20/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"20/11/2025";"Matin";"20/11/2025";"Soir";"8 235557926";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"20/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"20/11/2025";"Matin";"20/11/2025";"Soir";"8 235394791";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"20/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"20/11/2025";"Matin";"20/11/2025";"Soir";"8 235515717";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"20/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"21/11/2025";"Matin";"21/11/2025";"Soir";"82 35474463";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"21/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"21/11/2025";"Matin";"21/11/2025";"Soir";"8 235529328";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"21/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"21/11/2025";"Matin";"21/11/2025";"Soir";"8 235430776";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"21/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"21/11/2025";"Matin";"21/11/2025";"Soir";"8 235409559";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"21/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"21/11/2025";"Matin";"21/11/2025";"Soir";"8 235430777";"";"";"O98777";"TABARDEL";"ROTAVEC CORONA";"Animal";"2.0 ml";"Intra musculaire";"1 fois/Jour";"VACCINATION";"21/11/2025";"";"SAMUEL";"Eleveur";"";"";""
"24/11/2025";"Soir";"27/11/2025";"Matin";"FR 8235571331";"1331";"TAMARIS";"";"";"SHOTAPEN";"100 Kg";"10 ml";"Intra musculaire";"1 fois/72 H";"METRITE";"24/11/2025";"";"SAMUEL";"Eleveur";"02/12";"Matin";"31/01"
"08/12/2025";"Matin";"08/12/2025";"Soir";"82 35543543";"";"";"O99378";"DEFRANCE";"BOVILIS CRYPTIUM";"Animal";"2.0 ml";"SC";"1 fois/Jour";"VACCINATION";"08/12/2025";"";"SAMUEL";"Eleveur";"";"";""
"12/12/2025";"Matin";"12/12/2025";"Soir";"82 35599242";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"19/03/2026";"";"CÉLINE";"Eleveur";"";"";""
"12/12/2025";"Matin";"12/12/2025";"Soir";"8 235599216";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"19/03/2026";"";"CÉLINE";"Eleveur";"";"";""
"12/12/2025";"Matin";"12/12/2025";"Soir";"8 235599228";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"19/03/2026";"";"CÉLINE";"Eleveur";"";"";""
"12/12/2025";"Matin";"12/12/2025";"Soir";"8 235599243";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"19/03/2026";"";"CÉLINE";"Eleveur";"";"";""
"12/12/2025";"Matin";"12/12/2025";"Soir";"8 235599236";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"19/03/2026";"";"CÉLINE";"Eleveur";"";"";""
"12/12/2025";"Matin";"12/12/2025";"Soir";"8 235599237";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"19/03/2026";"";"CÉLINE";"Eleveur";"";"";""
"12/12/2025";"Matin";"12/12/2025";"Soir";"8 235599244";"";"";"O97734";"CRASSUS";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";"VACCINATION";"19/03/2026";"";"CÉLINE";"Eleveur";"";"";""
"11/01/2026";"Matin";"11/01/2026";"Soir";"82 35590998";"";"";"";"";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";";";"";"CÉLINE";"Eleveur";"";"Soir";""
"11/01/2026";"Matin";"11/01/2026";"Soir";"8 235591002";"";"";"";"";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";";";"";"CÉLINE";"Eleveur";"";"Soir";""
"11/01/2026";"Matin";"11/01/2026";"Soir";"8 235599212";"";"";"";"";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";";";"";"CÉLINE";"Eleveur";"";"Soir";""
"11/01/2026";"Matin";"11/01/2026";"Soir";"8 235591001";"";"";"";"";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";";";"";"CÉLINE";"Eleveur";"";"Soir";""
"11/01/2026";"Matin";"11/01/2026";"Soir";"8 235590994";"";"";"";"";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";";";"";"CÉLINE";"Eleveur";"";"Soir";""
"11/01/2026";"Matin";"11/01/2026";"Soir";"8 235599218";"";"";"";"";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";";";"";"CÉLINE";"Eleveur";"";"Soir";""
"11/01/2026";"Matin";"11/01/2026";"Soir";"8 235599219";"";"";"";"";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";";";"";"CÉLINE";"Eleveur";"";"Soir";""
"11/01/2026";"Matin";"11/01/2026";"Soir";"8 235599214";"";"";"";"";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";";";"";"CÉLINE";"Eleveur";"";"Soir";""
"11/01/2026";"Matin";"11/01/2026";"Soir";"8 235591000";"";"";"";"";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";";";"";"CÉLINE";"Eleveur";"";"Soir";""
"11/01/2026";"Matin";"11/01/2026";"Soir";"8 235599215";"";"";"";"";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";";";"";"CÉLINE";"Eleveur";"";"Soir";""
"11/01/2026";"Matin";"11/01/2026";"Soir";"8 235599225";"";"";"";"";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";";";"";"CÉLINE";"Eleveur";"";"Soir";""
"11/01/2026";"Matin";"11/01/2026";"Soir";"8 235599221";"";"";"";"";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";";";"";"CÉLINE";"Eleveur";"";"Soir";""
"11/01/2026";"Matin";"11/01/2026";"Soir";"8 235599217";"";"";"";"";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";";";"";"CÉLINE";"Eleveur";"";"Soir";""
"11/01/2026";"Matin";"11/01/2026";"Soir";"8 235590999";"";"";"";"";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";";";"";"CÉLINE";"Eleveur";"";"Soir";""
"11/01/2026";"Matin";"11/01/2026";"Soir";"8 235590997";"";"";"";"";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";";";"";"CÉLINE";"Eleveur";"";"Soir";""
"11/01/2026";"Matin";"11/01/2026";"Soir";"8 235590995";"";"";"";"";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";";";"";"CÉLINE";"Eleveur";"";"Soir";""
"11/01/2026";"Matin";"11/01/2026";"Soir";"8 235599213";"";"";"";"";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";";";"";"CÉLINE";"Eleveur";"";"Soir";""
"11/01/2026";"Matin";"11/01/2026";"Soir";"8 235590996";"";"";"";"";"NASALGEN";"Animal";"2.0 ml";"Nasal";"1 fois/Jour";";";"";"CÉLINE";"Eleveur";"";"Soir";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"82 35599214";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235591001";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235599224";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235590999";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235599225";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235599216";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235599212";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235599217";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235599219";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235599218";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235599221";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235590992";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235590994";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235591002";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235590996";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235590993";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235590998";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235599213";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235590997";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235590987";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235599215";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235590995";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235590991";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235591000";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235599222";"";"";"0276993";"PEREN";"HEPIZOVAC - MHE";"Animal";"4.0 ml";"SC";"1 fois/Jour";"VACCINATION";"05/02/2026";"";"PEREN";"Vétérinaire";"";"";""
"05/02/2026";"Matin";"05/02/2026";"Soir";"82 35529328";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235419854";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 160070592";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235444151";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235557926";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235565536";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235557968";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235557923";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235515718";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235529326";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235444148";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235543533";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235529327";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235464421";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"6 505616375";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 160070588";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235474451";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235529317";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"4 632709235";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235529318";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235430756";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"6 505715441";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"8 235571333";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
"05/02/2026";"Matin";"05/02/2026";"Soir";"3 100327482";"";"";"O91921";"DEFRANCE";"DOUVISTOME";"Animal";"100.0 ml";"VO";"1 fois/Jour";"PARASITISME";"05/02/2026";"";"SAMUEL";"Eleveur";"10/02";"Soir";"20/02"
